,Heading,Article,Date,Subjectivity,Polarity,Content Subjectivity,Content Polarity
4081,Murad Ali Shah coal mining installation 660 MW power plants Thar,"strong>KARACHI:  Sindh Chief Minister Syed Murad Ali Shah has said that it was the dream of Shaheed Benazir Bhutto to steer the country out of darkness of load-shedding by generating electricity on coal-fired power plants. ""She had started this work with my father Syed Abdullah Shah, the then Sindh chief minister and now Almighty Allah has given me the opportunity to realise the dream of my leader and complete the work my father had perhaps left for me.""</strongThis he said while presiding over a meeting today at CM House to review the progress of Sindh Engero Coal Mining Company (SECMC) in mining operation it had started in Thar Coal Filed Block-II and to install a coal-fired Power Plant to generate 660 MW by 2019. The meeting was attended by SMBOR Rizwan Memon, Principal Secretary Naveed Kamran Baloch, Secretary Energy Agah Wasif, Secretary Home Riaz Memon, Secretary Irrigation Zaheer Hyder Shah, CEO SECMC Shamsuddin Shaikh, his two directors, Fazal Rizvi and M. Saqib.CEO SECMC Shamsuddin Shaikh briefing the chief minister said that the mining operation has been started on war footings.  He added out of 112 m BCM over burden (OB) 7 meter BCM has been removed. This shows that overall 6 percent progress has been achieved against the planned 5.3 percent progress.   He said that 31 meter mine depth has been achieved, large scale mining equipment would reach by next month and drilling of de-watering wells and other infrastructure is in progress. He added that the revised outlook $7663 million against the estimated $845 m.Talking about the progress of two coal fired power plants, each one of 330 MW, Mr Shaikh said that basic engineering has been completed, procurement activities are ahead of schedule with the placement of purchase order (PO) for boiler, Steam Turbine and Steam Turbine Auxiliaries. He added that the construction activities at the site include advanced completion of Piling at Stack Area and Turbine Main Hall while construction of the foundation of Piling of Turbine Pumps is in progress. It would cost &amp;1.1 billion.Sindh Chief Minister Syed Murad Ali Shah urged the SECMC CEO to accommodate as much local in jobs as possible. On the chief minister was told that presently, 2,028 employees were working on there, of them 647 were Chinese, 997 Tharis and 384 others. The chief minister directed him to create employment opportunities for the women.  The chief minister taking a policy decision approved to establish a school over two acre land near Thar Lodges, Islamkot so that local residents would be imparted proper education. ""I am keen to see Tharis working on good positions in the companies working and to work at Thar Coal filed,"" he said and urged the secretary Finance to get the school started on Public Private Partnership mode.The chief minister was informed that some 500 dump truck drivers were required for Mining project for which 400 would be Tharis.  It was disclosed that training of 200 drivers by NLC has been started at Rs30 million. So far 100 drivers have been inducted for mining operation.The Chief Minister directed IG police to provide more security at Thar coal field Block-II for Chinese engineers. The home secretary informed the chief minister that presently 35 Rangers personnel have been deployed on the security of foreigners working at Block-II. Apart from it 134 policemen have also been deployed at the Site. More police force would be deployed there till the creation of a special force of 2000 ex-armymen for CPEC projects.",2016-09-02,0.0,0.0,0.295,0.12052380952380952
4082,Indonesia turns India buffalo beef alternativ,"strong>JAKARTA: Indonesia's procurement agency has reached an initial agreement to import an extra 70,000 tonnes of buffalo meat from India this year, as it seeks to balance the effects of food import controls aimed at improving self sufficiency.</strong""In principle they both agree. We'll discuss the details today,"" Bulog procurement director Wahyu said on Friday, referring to discussions with the trade and agriculture ministers.Wahyu, who like many Indonesians goes by one name only, said the deal would bring Indonesia's total buffalo meat imports to 80,000 tonnes in 2016.The buffalo meat imports are intended to help stabilize meat prices that have climbed as a result of beef and cattle import restrictions.""Buffalo meat imports provide a meat alternative to the community that's cheaper, healthy and Halal,"" Bulog CEO Djarot Kusumayakti told reporters.According to trade ministry data, beef currently costs around 115,000 rupiah ($8.68) per kg. Bulog is selling buffalo meat for 65,000 per kg at a consumer level.President Joko Widodo said earlier this year he wants fresh beef to cost around 80,000 rupiah per kg.Indonesia, which has the world's biggest Muslim population, imports virtually all of its cattle from Australia - a trade that was worth nearly $600 million in the last financial year.Indonesia is pushing importers to start breeding their own cattle as part of efforts to reduce its dependence on imports.Last year, Indonesia had to cull millions of chickens to ease supply swings and issued more import permits for cattle to cool beef prices.Bulog will also import 260,000 tonnes of raw sugar this year, ""most of it from Brazil,"" Bulog CEO Djarot Kusumayakti told reporters.In June, Southeast Asia's largest economy said it would control wheat imports that had jumped after corn imports were capped this year.($1 = 13,251 rupiah)",2016-09-02,0.0,0.0,0.4225371120107962,0.19048582995951416
4083,Consumer giants Muslims halal face creams ,"strong>LONDON/JAKARTA: Some of the world's biggest consumer groups are making halal face creams and shampoos for Indonesia ahead of a new labeling law, part of a broader push to cater to growing Muslim populations as sales in many Western markets slow.</strongUnilever, Beiersdorf and L'Oreal are among the multinationals converting their supply chains for the world's biggest Muslim-majority nation.The law, the first of its kind, requires food to be labeled halal or not in 2017, followed by toiletries in 2018 and medicines in 2019.The companies say demand for beauty products that are halal, or target specific issues like veiled hair, will grow as the Muslim middle class grows. They note that Indonesia could influence other countries such as Malaysia where halal products made locally or by small, niche companies are also popular.Halal certification is official recognition that a product was manufactured in keeping with Islamic Sharia law. This means it must not contain traces of pork, alcohol or blood, and must be made on factory lines free of contamination risk, including from cleaning.Makers of cosmetics and toiletries say the burden is more administrative than financial, and therefore see compliance as unlocking new revenue streams.""It's an enabler to do business in certain areas of the world,"" said Dirk Mampe of German chemicals company BASF, which sells ingredients to toiletries manufacturers and now has 145 of them certified halal. The halal ingredients do not carry premium price tags, he said.""There is a trend that these halal products are being requested more and more, and the importance of being able to supply them is increasing.""More than 1.5 billion people around the world are Muslim, accounting for about a quarter of the global population.Halal cosmetics were estimated to make up 11 percent of a global halal market worth more than $1 trillion in 2015, according to Deloitte Tohmatsu Consulting. Market research firm TechNavio sees halal personal care products' sales growing 14 percent per year until 2019, outpacing the broader market.strong>NOT-SO-SECRET FORMULA</strongFrench cosmetics giant L'Oreal already has a halal-certified factory in Indonesia that supplies the domestic market and its Southeast Asian neighbors. Most products under its Garnier brand, from face washes to skin lightening creams, are halal-certified, a spokeswoman said.The personal care industry already depends largely on plant-derived ingredients, so the rules for halal often affect production more than formulation.But certification can get complicated. For example, the maker of an Indonesian skin cream with a dozen ingredients from around the world would need to give Indonesian authorities proof from other certification bodies that each ingredient was made in a halal way.Malaysia-based DagangHalal has made a business from that complexity by establishing an online database of halal certificates to ease their exchange and expedite the process for applicants. As of February, it said 38 out of over 120 certification bodies worldwide had signed up.The company, which also runs a halal e-commerce site, reported 2015 revenue of 5.6 million Malaysian ringgit ($1.4 million), up 64 percent year-on-year. It raised 3.6 million pounds ($4.7 million) from this year's London stock listing, and is betting that halal cosmetics will gain traction beyond their current strongholds of Indonesia and Malaysia.""Halal certification is a requirement that might be put in place by other countries in the future,"" Joerg Karas, general manager of Schwan-Stabilo Cosmetics, said in a statement last month. The German company, which is ready to offer halal-certified products to customers such as L'Oreal and Procter &amp; Gamble, said it is ""well-equipped for this niche market"".Non-halal products will remain available in Indonesia following the labeling law, but may meet a backlash.""The average Muslim consumer in Indonesia is not going to buy something that effectively says prohibited on it,"" said Abdalhamid Evans of halal consultancy firm Imarat Consultants.Unilever, which owns five of Indonesia's top ten beauty and personal care brands, says all nine of its factories there already meet halal standards and that it is currently working with third-party suppliers of imported ingredients.Alan Jope, who runs Unilever's personal care business from Singapore, told Reuters the cost of certification was ""not material"".strong>MUSLIM VALUES</strongCompetition with homegrown rivals steeped in local tradition can be fierce, especially when it comes to regulation. But Jope said the key for multinationals like Unilever -- with global marketing and development teams -- is understanding Muslim values generally and how they influence habits in specific markets with different cultures and ethnicities.""Some (values) are common across Muslim countries,"" he said, noting that about 90 percent of Muslim consumers say faith influences their brand choices.""But there's quite substantial differences between how a Muslim woman in Indonesia and a Muslim woman in Saudi Arabia express their faith and how that impacts their beauty regimes.""He guessed that one third of the top twenty markets for Unilever's 20 billion euros-per-year business were countries with large Muslim populations, from India to Nigeria. He said better meeting their needs was a top strategic priority.To that end, Unilever has introduced products such as a gel body moisturizer that absorbs quickly beneath long undergarments and a long-lasting toothpaste appealing to those fasting for Ramadan.Like rival Henkel, it sells a line of shampoo for veiled hair, but Jope said the industry needs to improve its advertising, such as by featuring more women in hijabs.""We need to be doing a better job reflecting Muslim values in our brand communication,"" he said.($1 = 4.0480 ringgit)($1 = 0.7614 pounds)",2016-09-02,0.0,0.0,0.39263921010496344,0.13799887327284588
4084,India Ambani telecoms venture free calls cut price d,"strong>MUMBAI: Reliance Industries unveiled its Jio telecom network on Thursday, touting free calls and rock-bottom data prices that sent shares of established telecom players into a nosedive on fears of an all-out price war.</strongReliance Chairman Mukesh Ambani, India's richest man, told the energy group's annual shareholders' meeting that services on the Jio network would be available for free until Dec. 31 in a ""welcome offer"".Reliance, which has been giving freebies for the past few months as part of network testing, did not say when it would start billing customers.Reliance, one of India's biggest conglomerates which gets most of its revenue from its sprawling oil and gas business, has in recent years expanded into more consumer-facing markets such as retail and telecoms as growth slows in its core business.The company, which secured telecom airwaves in 2010, has so far invested more than $20 billion on building a nationwide network and has pledged to offer affordable services to price-conscious Indian customers.Ambani, who was interrupted by repeated rounds of applause as he took shareholders in a packed auditorium through Jio's ambitious rollout plans, free countrywide roaming offering and more, vowed to ""transform India from a high-priced data market to one with the lowest data rates anywhere in the world.""Jio could make Reliance a big provider of telecoms and internet services across India - a nation of 1 billion mobile phone subscribers - and is a key plank of Ambani's strategy, even though the business is unlikely to add significantly to group profits any time soon.Jio will effectively price 1 gigabyte of data at about 50 rupees on average, about one-fifth of what rivals charge, Reliance said in a statement.Ambani set a target of 100 million customers for Reliance Jio ""in the shortest possible time"", without specifying.strong>PRICE WAR</strongShares in India's No. 1 wireless carrier Bharti Airtel Ltd dropped 6.3 percent while smaller rival Idea Cellular fell 10.5 percent, on fears that Jio's aggressive rates will trigger a price war. Incumbents have already started lowering data prices ahead of Jio's entry.Bharti Airtel said: ""We welcome Reliance Jios entry to the digital world and wish them the very best,"" but made no comment on the new entrant's price plans. Idea did not comment.Still, one telecom analyst with a foreign brokerage said Jio would face challenges in luring low-spending phone users to its network.Jio's cheapest of 10 plans starts at 149 rupees ($2.22) a month and offers just 0.3 gigabytes of data, while the next monthly plan costs 499 rupees for 4 GB of data. It will also offer a 299 rupee plan with 2 GB of data which has to be used in 21 days.By comparison, the monthly average revenue per user for India's telecoms industry, where many still use basic phones, was 127 rupees in the quarter ended March, according to latest data available with the sector regulator.""It is definitely aggressive and will hurt the incumbents,"" said the analyst who declined to be named as he is not authorised to speak to media. ""But it's not like it's going to push everyone else out of the market.""",2016-09-02,0.8,0.4,0.5116540404040405,0.21628787878787875
4085,Oil heads for biggest weekly loss since mid January,"strong>SINGAPORE: Crude prices rose on Friday after losses of more than 3 percent a day earlier, with investors treading cautiously ahead of key U.S. employment data that will help gauge the health of the world's largest economy and oil consumer.</strongBrent crude had climbed 27 cents to $45.72 a barrel by 0426 GMT, while U.S. West Texas Intermediate crude futures were up 24 cents at $43.40 a barrel, buoyed by a weaker dollar.Though rising in this session, Brent and WTI are on track for their biggest weekly losses since mid-January, hit by oil inventory builds and weak U.S. manufacturing data.""Downward momentum is a feature of the oil market,"" said CMC Markets analyst Ric Spooner.""The end of the U.S. driving season and the prospect of building inventories create downward risk for the oil price and may see further pressure on energy stocks today.""Investors are looking ahead to non-farm payroll data later in the day for a sense of the direction of the U.S. economy, with a strong reading seen boosting the chance of a Federal Reserve interest rate hike soon.A rate rise may strengthen the U.S. dollar, which could depress oil prices as it would make the dollar-denominated commodity more expensive for holders of other currencies.Friday's oil price gains may be capped by concerns of slowing global economic growth. There is also growing scepticism among traders that the Organization of the Petroleum Exporting Countries (OPEC) and other producers such as Russia will agree to freeze production at a meeting in Algeria later this month.However, lending credence to a freeze, Saudi Arabia, the world's biggest crude exporter, has appeared to change its stance and is likely to support production stabilization at the meeting.But further clouding the issue, Russian Energy Minister Alexander Novak on Friday played down the potential for talks on a possible output freeze.Additionally, more U.S. supply will return to the market as some producers in the eastern parts of the Gulf of Mexico are restarting operations after Hurricane Hermine is set to make landfall.Manufacturing activities in parts of Asia, which accounts for most of the world's oil demand growth, has also slowed.""Most of Asia depends on exports, and without demand picking up in the west and on the mainland (of China), it's hard to see a sustained rebound in trade,"" HSBC economist Frederick Neumann said in a note.",2016-09-02,0.0,0.0,0.5587813620071684,-0.022759856630824377
4086,Old banknotes cease to be legal tender from Dec 1,"ISLAMABAD:  The old design banknotes will cease to be legal tender with effect from December 1, 2016 as per Federal Governments Gazette Notification.According to SBP notification, it has now been decided to phase out all remaining old design banknotes of Rs 10, 50, 100 and 1000 while the Rs 5 banknote and the old design Rs 500 banknote have already been demonetized.It is worth mentioning that SBP issued a new design banknote series, which started with the issuance of Rs 20 denomination banknote in 2005, to improve the security, durability and aesthetic quality of banknotes.The process of issuance of complete series of new design banknotes, comprising eight denominations (Rs 5, 10, 20, 50, 100, 500, 1000 and 5000) was completed in 2008.The commercial microfinance banks will accept the old design banknotes of Rs 10, 50, 100 and 1000 and exchange the same with the new design banknotes and coins of all denominations up to 30th November 2016 only.However SBP BSC field offices will continue to accept the old design banknotes of Rs 10, 50, 100 &amp; 1000 from general public up to December 31, 2021.The last day to exchange all old design banknotes from banks is November 30, 2016.All old design banknotes shall cease to be legal tender on December 01, 2016 while last day to exchange all such banknotes from SBP BSC field offices is December 31, 2021, it added. ",2016-09-03,0.2,0.15000000000000002,0.23755411255411257,0.09329004329004331
4087,Spain proposes former minister linked Panama Papers World B,"strong>MADRID: Spain has nominated as its World Bank representative a former industry minister who resigned following allegations of links to offshore dealings which emerged after he was named in the Panama Papers.</strongThe Economy Ministry said in an e-mailed statement late on Friday night that the Spanish government had proposed Jose Manuel Soria as executive director at the World Bank.Soria, who has denied any wrongdoing, resigned as minister in April following reports of alleged links to an offshore company on the British island of Jersey in order to limit any damage to Spain's caretaker government, the conservative People's Party (PP).Soria's resignation came ahead of Spain's national election in June, its second in seven months, which ended as inconclusively as the previous one in December..The nomination was announced when acting Prime Minister Mariano Rajoy from the PP failed at the second attempt to win a new term, increasing the likelihood that Spain will have to hold its third election in year.In what could become another public embarrassment for the PP caretaker government, plagued by a string of corruption scandals, the opposition Socialists have said they will demand Economy Minister Luis de Guindos urgently appear in parliament to explain the reasons for the government's nomination.The PP has faced a slew of investigations over allegations of misappropriating public funds and influence peddling, which have seen several of its politicians resign. The PP has denied it has a problem with corruption, saying the cases are isolated and it is tackling them.The World Bank's 189 governors are expected to vote on Soria's candidature as part of the process of appointing 25 executive directors.The Spanish government examines the suitability of candidates based on their track record in public service as well as on their experience when selecting for international posts, the Economy Ministry said.",2016-09-03,0.0,0.0,0.12823691460055098,-0.010468319559228648
4088,Passport visa fees fetch Rs 86571 bln five year,strong>ISLAMABAD: Directorate General of Immigration and Passports has contributed Rs. 86.571 billion to national exchequer on account of passport and visa fee during last five years.</strongThe introduction of new measures as per modern requirements by Ministry of Interior (MoI) have resulted in enhanced earning in passport and visa fee domain which has reached Rs. 20.846 billion in 2015-16.The year wise data has revealed on Saturday that the performance of the Department can be gauged from the fact that during two years   2013 14 and 2014 15 the total earning contributedto national kitty was Rs. 36.063 billion.During 2013 14 Directorate General of Immigration and Passports earned Rs. 17.717 billion and Rs. 18.356 during 2014 15. Similarly during 2011 12 the earning of the Department on account of passport and visa fee was 13 346 and Rs. 16.306 billion during 2012 13.The total earning during 2011-12 and 2012-13 was Rs. 29.652 billion.The steps taken by present government to enable the Department run on modern needs helped in enhancing the revenue up to around Rs. 6.41 billion.,2016-09-03,0.0,0.0,0.4473829201101928,0.12148760330578513
4089,Banks to remain open on 10,"strong>KARACHI: The State Bank of Pakistan on Monday issued directions to commercial banks to remain open on September  10, just before the start of the Eidul Azha holidays.</strongThe SBP directed banks to keep all of their branches open on Sept 10, Saturday from 9 AM to 530 PM.The directions were issued to the presidents of the commercial banks to facilitate consumers ahead of the Eid holidays.The central bank asked all the related banks to ensure punctuality of time.The government today announced three public holidays for the event of Eidul Azha to be celebrated on September 13, 2016.According to a notification issued by the Interior Ministry, September, 12, 13 and 14 would be public holidays.",2016-09-05,0.5,0.0,0.2814814814814815,0.03888888888888889
4090,Bahrains Al Baraka merge Pakistans Burj B,"strong>DUBAI: Bahrain-based Al Baraka Banking Group BARKA.BH, one of the Gulf's top Islamic banks, said its Pakistani unit would merge with Pakistan's Burj Bank to create an institution with assets totaling more than $1.1 billion.</strongThe merger, which was approved by shareholders of the two banks last month and still needs regulatory approvals, would see Burj Bank holders receive one Al Baraka Bank (Pakistan) share for every 1.7 shares in Burj, the Bahraini bank said on Monday.The merger is expected to take effect from the last quarter of this year, with 74 Burj Bank branches converted into Al Baraka Bank (Pakistan) branches to form a combined network of 224 branches across the country. The Bahraini bank will be the major shareholder in the merged institution.Burj Bank, one of Pakistan's five full-fledged Islamic banks, attracted interest from several Pakistani institutions and short-listed three to conduct due diligence before agreeing to the merger with Al Baraka.Currently, the largest shareholders in Burj Bank are Bahrain's Bank Al Khair with a 37.9 percent stake and the Jeddah-based Islamic Corporation for the Development of the Private Sector, which holds 33.9 percent.Bahrain-based Islamic investment bank GFH Financial Group GFH.DU said last month that it had signed a memorandum of understanding to buy a majority stake in Bank Al Khair.",2016-09-05,0.0,0.0,0.3125,0.11979166666666667
4091,Kuwait UAE welcome Saudi Russian oil cooperati,"strong>DUBAI: Kuwait and the United Arab Emirates on Monday welcomed an agreement by the world´s two biggest oil producers Saudi Arabia and Russia to try jointly to stabilise oil prices.</strongKuwait ""welcomes the consultations between Saudi Arabia and Russia about oil markets... and backs the outcome of these consultations for the sake of achieving a balance in the markets"", acting oil minister Anas al-Saleh told the official KUNA news agency.""The consultations come in the framework of cooperation among major OPEC and non-OPEC producers... to regulate and stabilise markets,"" said the minister of OPEC´s fifth largest producer.Emirati Energy Minister Suhail al-Mazrouei also hailed the ""positive step"".OPEC-member UAE ""is keen on supporting and contributing to any common efforts aimed at achieving balance in the oil market"", he said in remarks cited by WAM state news agency.A joint Russian-Saudi statement said they ""noted the particular importance of constructive dialogue and close cooperation between the largest oil-producing countries with the goal of supporting the stability of the oil market and ensuring a stable level of investment in the long term"".The comments by Saudi Energy Minister Khaled al-Faleh and his Russian counterpart Alexander Novak came after a meeting at the G20 summit in China.""To this end the ministers agreed to act together or in cooperation with other oil producers,"" their statement said, adding they had agreed to set up a ""joint monitoring group"" to offer recommendations aimed at preventing price fluctuations.However, there were no details in the announcement about any elusive agreement to freeze oil output, just weeks before Moscow and OPEC meet in Algeria to discuss the crisis.The oil market has been plagued by a stubborn supply glut that saw prices plunge to near 13-year lows below $30 at the start of 2016.While it has recovered recently, the per barrel market price is still well off highs of above $100 seen in mid-2014.",2016-09-05,0.45,0.4,0.3002913752913753,0.044726107226107224
4092,UAE introduces much awaited bankruptcy ,"strong>DUBAI: The government of the United Arab Emirates has approved a final draft of a much-awaited bankruptcy law that it hopes will strengthen confidence in the regional business hub.</strong""The law contributes in strengthening the financial, economic and legislative system in the UAE,"" said finance minister Sheikh Hamdan bin Rashid al-Maktoum in a statement received Monday by AFP.The move puts in place a ""separate and modern law to avoid bankruptcy cases, including financial restructuring, composition procedures, restructuring debts and liquidation funds,"" he said.""Companies and individuals are now able to restructure their debt while avoiding bankruptcy liquidation,"" he added.The law will end the practice of sending people to jail for bounced cheques until a restructuring plan for business owners has been agreed with creditors, reported The National daily citing an unnamed government official.It said a number of small business owners have fled the country over the past two years in fear of being jailed for defaulting on debt and other financial obligations.""The bankruptcy law helps in attracting foreign investments due to the increase (of) trust in the economic environment and the flexible legislative infrastructure that protect investors´ assets and facilitate business,"" said the minister.The emirate of Dubai, one of seven sheikhdoms that form the UAE, has evolved over in recent years into a regional hub for business and services, attracting foreign companies to set up regional headquarters.",2016-09-05,0.2,0.2,0.24852941176470586,3.2653618371328133e-18
4093,Tax exempt military fuel sold on open market Afghani,"strong>KABUL: Tax-exempt military fuel imported into Afghanistan is being sold on the open market, industry officials and a new anti-corruption report reveal, causing the government huge revenue losses as Kabul struggles to wean itself off foreign aid.</strongAn AFP team witnessed first-hand evidence hinting at how duty-free fuel destined for NATO and local forces is being sold commercially when an Afghan energy official swooped unannounced on a Kabul oil depot last week.Flanked by a gaggle of assistants and bodyguards, the official examined a sheaf of customs documents from visibly nervous fuel tanker drivers, scouring the fine print for any trace of the illicit practice that traders have long claimed is crippling the industry.Among the documents from one driver was a ""maafinama"" -- a tax-exemption certificate for military fuel that cuts costs by around $200 a ton -- showing fuel imported from Turkmenistan in the name of the Afghan interior ministry.Only fuel bound for foreign troops as well as the defence and interior ministries -- responsible for Afghan military and police -- is exempted from custom duty, following a security agreement between the government and NATO.""What is this fuel doing in this market?"" asked the official, standing near huge cylindrical reservoirs in the depot that supplies fuel to commercial traders and fuel stations.""That´s the big question,"" he continued as he snapped pictures of the document and truck, pledging a full investigation.He allowed AFP to accompany him during the inspection but requested that his name be withheld for safety reasonsstrong>- ´Misuse´ -</strongNo commodity is as vital to the reconstruction effort in war-ravaged Afghanistan as fuel -- and none more at risk of being stolen, smuggled or wasted in a country bedevilled by corruption, observers say.Last year, more than one million tons of internationally funded military fuel was imported into Afghanistan, the finance ministry said, with its uncharged customs duty estimated to be around $100 million.""The custom duty exemption mechanism... (for) international forces has led to abuse by fuel traders which allows them to illegally profit,"" said a new report by the Independent Joint Anti-Corruption Monitoring and Evaluation Committee (MEC), which was seen by AFP.The report, due to be released on Tuesday, said 20 commercial companies were issued tax-exemption certificates last year.The process to obtain ""maafinamas"" involves a tightly bureaucratic application system that goes through the US military, NATO and the Afghan finance and foreign ministries -- but the document remains prone to ""misuse"".""Companies that possess legitimate exemption forms have been known to sell the original to other companies,"" the report said, explaining how military fuel was ending up in the commercial market.""(Also) after the customs department process the exemption paperwork, the companies that have been granted exemption forms re-sell the fuel.""NATO said it could not immediately comment, and the interior and defence ministries did not respond to AFP´s queries.Shafiq Qarizada, deputy minister for customs, told AFP he ""cannot confirm nor deny"" whether exempted fuel is washing up in the commercial market.strong>- ´Contaminated´ -</strongThe comments come ahead of a crucial conference in Brussels in October, where donor countries are expected to reaffirm civilian aid funding for Afghanistan over the next four years.Afghanistan is battling what observers label ""donor fatigue"" as efforts to replace its huge foreign aid dependency with self-sufficiency are thwarted by corruption and criminal networks imperilling the already weak economy.Misuse of fuel exemptions is killing local businesses in a country that is heavily dependent upon imports to meet its energy needs, two private traders told AFP.The exemption waves off 12 percent customs duty among other charges, officials say.""Maafinamas have contaminated the commercial market,"" said the official who carried out the inspection.""How can a trader who dutifully pays taxes compete with cheaper maafinama fuel? This is suffocating lawful businesses and encouraging smuggling of fuel... and resulting in custom revenue losses worth millions.""The misuse also has potential military implications.In May last year 17 Afghan policemen were killed when the Taliban stormed their remote base in the mountainous province of Badakhshan.Officials at the time said the policemen were unable to escape because they lacked adequate fuel for their vehicles, raising concern that military fuel was not reaching its intended destination.There are ongoing discussions for a Memorandum of Understanding between NATO and the finance ministry to curb the misuse of maafinamas, multiple sources including Qarizada told AFP.Among various reforms being discussed is a suggestion to levy customs duty on all military fuel and reimburse payments for actual deliveries.""MEC understands from interviews with both (NATO) and (finance ministry) that this reform is strongly supported but it is still not implemented,"" the MEC report said.""Why not? Is the reason for the delay perhaps another instance of corruption?""",2016-09-05,0.3,-0.05,0.298735312306741,-0.011393011750154607
4094,Chinas Xi at G20 says world economy at ri,"strong>HANGZHOU, CHINA: The global economy is being threatened by rising protectionism and risks from highly leveraged financial markets, Chinese President Xi Jinping said at the open of a two-day summit of leaders from G20 nations.</strongHis warning on Sunday followed bilateral talks with Barack Obama that the U.S. president described as ""extremely productive"", but which failed to bring both sides closer on thornier topics such as tensions in the South China Sea.With the summit taking place after Britain's vote in June to exit the European Union and before the U.S. presidential election in November, observers expect G20 leaders to mount a defense of free trade and globalization and warn against isolationism.The global economy has arrived ""at a crucial juncture"", Xi said, in the face of sluggish demand, volatile financial markets and feeble trade and investment.""Growth drivers from the previous round of technological progress are gradually fading, while a new round of technological and industrial revolution has yet to gain momentum,"" he said.G20 countries are set to agree in a communique at the end of the summit that all policy measures - including monetary, fiscal and structural reforms - should be used to achieve solid and sustainable economic growth, Japanese Deputy Chief Cabinet Secretary Koichi Hagiuda said.""Commitment will be made to utilizing all three policy tools of monetary and fiscal policies and structural reforms to achieve solid, sustainable, balanced and inclusive growth,"" Hagiuda told reporters on the sidelines of the summit.Xi also called on G20 countries to match their words with actions.""We should turn the G20 group into an action team, instead of a talk shop,"" he said.But some of the G20 leaders have begun drawing battle lines in disputes over issues ranging from trade and investment to tax policy and industrial overcapacity.BATTLE LINESOn Sunday, Xi held talks with Australian Prime Minister Malcolm Turnbull and told him he hoped Australia would continue to provide a fair, transparent and predictable policy environment for foreign investors.China was angered when Australia blocked the A$10 billion ($7.7 billion) sale of the country's biggest energy grid to Chinese bidders last month.China has accused Australia of bowing to protectionist sentiment in blocking the bid for Ausgrid, as well as an earlier one by a China-led consortium to buy cattle company Kidman &amp; Co.Beijing has also criticized Australia, a staunch U.S. ally, for running surveillance flights over disputed islands in the South China Sea.Meanwhile, European Commission President Jean-Claude Juncker said China must set up a mechanism to address its problem of industrial overcapacity, saying it was ""unacceptable"" the European steel industry had lost so many jobs in recent years.""Overcapacity is a global problem but there is a particular Chinese element,"" he told a news conference.Britain's future after its departure from the European Union was also subject to discussion.Obama reassured Prime Minister May that Britain's closest political, commercial and military ally would stand by her.But he did not shrink away from his stance that Brexit was a mistake and that London would not be able to jump the queue to arrange a bilateral trade deal.Juncker said that if Britain wanted access to the European Union's common market, it needed to respect the rules of the common market.Turnbull, meanwhile, said Australia wanted an early free trade agreement with Britain so markets could remain open between them when Britain formally left the European trading bloc.LATE NIGHT TALKSObama held talks with Xi on Saturday that ran late into the night.He urged Beijing to uphold its legal obligations in the disputed waters of the South China Sea, and stressed U.S. commitments to its regional allies.Xi said China would continue to safeguard its sovereignty and maritime rights in the South China Sea.But China is keen to keep the summit focused on economic issues and to prevent other disputes from overshadowing it.According to a ""fact sheet"" on China-U.S. relations issued on Sunday, the two sides agreed on a range of issues, including avoiding competitive currency devaluations and not limiting deal opportunities for foreign information and communication technology providers.Obama, now in the last five months of his presidency, is using the visit to put a final stamp on his signature policy shift toward the Pacific, setting the tone for his White House successor, who will be elected in November and take office on Jan. 20.His visit began chaotically at the Hangzhou airport, where his staff argued with Chinese security over media access. Obama said on Sunday he ""wouldn't over-crank the significance"" of the airport events.""None of this detracts from the broader scope of the relationship (with China),"" he told a news conference. ""The bilateral discussions that we had yesterday were extremely productive and continue to point to big areas of cooperation.""Security was extremely tight in Hangzhou, with parts of the city of 9 million people turned into a virtual ghost town as China seeks to ensure that the G20 summit stays incident-free.",2016-09-05,0.0,0.0,0.2987988677988678,-0.01113653013653014
